LSProject, LCL Path\LCL Name, Owner, Added in HO, Tags, Languages
MicroBuild_VSIDEPProj_Threading.lsproj, Microsoft.VisualStudio.Threading.dll.lcl, , , , CHT CHS CSY DEU ESN FRA ITA JPN KOR PLK PTB RUS TRK
